source_name_abbr,CHEMICAL,reported_chemical_name,reported_casrn,X,substanceid,withoutparenthetical,parenthetical
usgs,1,"Sodium perfluoro-1-[1,2,3,4-18O2]octanesulfonate",,NA,NA,"Sodium perfluoro-1-[1,2,3,4-18O2]octanesulfonate",1-methyl-2-pyrrolidinylS
usgs,1,Sodium perfluoro-1-hexane[18O2]sulfonate,,NA,NA,Sodium perfluoro-1-hexane[18O2]sulfonate,
usgs,,Condition class (Dissolved oxygen (DO)),,NA,NA,Condition class (Dissolved oxygen ),
usgs,,Dissolved oxygen uptake,,NA,NA,Dissolved oxygen uptake,
usgs,1,Chlorthal,,NA,NA,Chlorthal,
usgs,1,Promecard,,NA,NA,Promecard,creatinine corrected
usgs,1,"2,4-Dichlorophenoxy-3,5,6-d3-acetic-d2 acid",,NA,NA,"2,4-Dichlorophenoxy-3,5,6-d3-acetic-d2 acid",
usgs,1,"2,4,5-Trichlorophenoxyacetic acid-d4",,NA,NA,"2,4,5-Trichlorophenoxyacetic acid-d4",
usgs,1,EPTC-d14,,NA,NA,EPTC-d14,
usgs,1,Parathion-d10,,NA,NA,Parathion-d10,
usgs,1,Phorate-d10,,NA,NA,Phorate-d10,creatinine corrected
usgs,1,Simazine-d10,,NA,NA,Simazine-d10,
usgs,,"RBP2, Sediment/Substrate, Deposits (choice list)",,NA,NA,"RBP2, Sediment/Substrate, Deposits ",MnBP
usgs,,"Particle size, Sieve No. 18, 16 mesh, (1.00mm)",,NA,NA,"Particle size, Sieve No. 18, 16 mesh, ",
usgs,1,Clethodim sulfone,,NA,NA,Clethodim sulfone,
usgs,1,Clethodim sulfoxide,,NA,NA,Clethodim sulfoxide,
usgs,1,Fomesafen,,NA,NA,Fomesafen,
usgs,1,Tolpyralate,,NA,NA,Tolpyralate,
usgs,,"RBP2, Habitat type, submerged macrophytes (%)",,NA,NA,"RBP2, Habitat type, submerged macrophytes ",2-carbamoyl-2-hydroxyethylcreatinine corrected
usgs,,Wind Speed (choice list),,NA,NA,Wind Speed ,
usgs,1,"Silanol, dimethyl(1,1,2-trimethylpropyl)-",,NA,NA,"Silanol, dimethyl-",
usgs,1,"Trichloroacetic acid, pent-2-en-4-ynyl ester",,NA,NA,"Trichloroacetic acid, pent-2-en-4-ynyl ester",difluoromethoxy
usgs,,"Hardness, total by calculation",,NA,NA,"Hardness, total by calculation",
usgs,1,2-Butanone-d5,,NA,NA,2-Butanone-d5,
usgs,1,"BTEX, Total",,NA,NA,"BTEX, Total",
usgs,1,"Fuel, Diesel Range (C28-C36)",,NA,NA,"Fuel, Diesel Range ",1-chloro-2-propyl
usgs,1,Octylphenol,,NA,NA,Octylphenol,
usgs,,Escherichia coli proportional contribution by livestock (%),,NA,NA,Escherichia coli proportional contribution by livestock ,
usgs,,Stream depth (choice list),,NA,NA,Stream depth ,
usgs,1,"2,3,6-Trichloro-5-cyano-4-hydroxybenzamide",,NA,NA,"2,3,6-Trichloro-5-cyano-4-hydroxybenzamide",
usgs,1,"2,4,5,6-Tetrachloroisophthalamide",,NA,NA,"2,4,5,6-Tetrachloroisophthalamide",
usgs,1,Total Petroleum Hydrocarbon - Extended Range Organ,,NA,NA,Total Petroleum Hydrocarbon - Extended Range Organ,
epa_amtic,1,Lead (Tsp) Lc Non-Frm/Fem,,NA,NA,Lead  Lc Non-Frm/Fem,
epa_amtic,1,"2,7-dimethylnaphthalene (TSP) STP",,NA,NA,"2,7-dimethylnaphthalene  STP",
epa_amtic,1,"2,3',4,4',5-Pentachlorobiphenyl (TSP) STP",,NA,NA,"2,3',4,4',5-Pentachlorobiphenyl  STP",
epa_amtic,1,"3,3',4,4',5,5'-Hexachlorobiphenyl (TSP) STP",,NA,NA,"3,3',4,4',5,5'-Hexachlorobiphenyl  STP",
epa_amtic,1,"2,2',3,4,4',5,5'-Heptachlorobiphenyl (TSP) STP",,NA,NA,"2,2',3,4,4',5,5'-Heptachlorobiphenyl  STP",choice list
epa_amtic,1,"2,4'-Dichlorobiphenyl (TSP) STP",,NA,NA,"2,4'-Dichlorobiphenyl  STP",F+
epa_amtic,1,"2,2',5-Trichlorobiphenyl (TSP) STP",,NA,NA,"2,2',5-Trichlorobiphenyl  STP",
epa_amtic,1,"3,3',4,4',5-Pentachlorobiphenyl (TSP) STP",,NA,NA,"3,3',4,4',5-Pentachlorobiphenyl  STP",
epa_amtic,1,"2,3,3',4,4',5-Hexachlorobiphenyl (TSP) STP",,NA,NA,"2,3,3',4,4',5-Hexachlorobiphenyl  STP",
epa_amtic,1,"2,3',4,4',5,5',-Hexachlorobiphenyl (TSP) STP",,NA,NA,"2,3',4,4',5,5',-Hexachlorobiphenyl  STP",
epa_amtic,1,"2,3'-Dichlorobiphenyl (TSP) STP",,NA,NA,"2,3'-Dichlorobiphenyl  STP",percent
epa_amtic,1,"3,3'-Dichlorobiphenyl (TSP) STP",,NA,NA,"3,3'-Dichlorobiphenyl  STP",
epa_amtic,1,"2,2',6-Trichlorobiphenyl (TSP) STP",,NA,NA,"2,2',6-Trichlorobiphenyl  STP",
epa_amtic,1,"2,3,4'-Trichlorobiphenyl (TSP) STP",,NA,NA,"2,3,4'-Trichlorobiphenyl  STP",
epa_amtic,1,"2,3',5-Trichlorobiphenyl (TSP) STP",,NA,NA,"2,3',5-Trichlorobiphenyl  STP",
epa_amtic,1,"2,3',6-Trichlorobiphenyl (TSP) STP",,NA,NA,"2,3',6-Trichlorobiphenyl  STP",
epa_amtic,1,"2,3',4'-Trichlorobiphenyl (TSP) STP",,NA,NA,"2,3',4'-Trichlorobiphenyl  STP",
epa_amtic,1,"2,2',3,3'-Tetrachlorobiphenyl (TSP) STP",,NA,NA,"2,2',3,3'-Tetrachlorobiphenyl  STP",choice list
epa_amtic,1,"2,2',3,5'-Tetrachlorobiphenyl (TSP) STP",,NA,NA,"2,2',3,5'-Tetrachlorobiphenyl  STP",
epa_amtic,1,"2,2',3,6-Tetrachlorobiphenyl (TSP) STP",,NA,NA,"2,2',3,6-Tetrachlorobiphenyl  STP",
epa_amtic,1,"2,2',3,6'-Tetrachlorobiphenyl (TSP) STP",,NA,NA,"2,2',3,6'-Tetrachlorobiphenyl  STP",
epa_amtic,1,"2,2',4,5'-Tetrachlorobiphenyl (TSP) STP",,NA,NA,"2,2',4,5'-Tetrachlorobiphenyl  STP",
epa_amtic,1,"2,2',5,5'-Tetrachlorobiphenyl (TSP) STP",,NA,NA,"2,2',5,5'-Tetrachlorobiphenyl  STP",
epa_amtic,1,"2,2',5,6'-Tetrachlorobiphenyl (TSP) STP",,NA,NA,"2,2',5,6'-Tetrachlorobiphenyl  STP",
epa_amtic,1,"2,3,4',5-Tetrachlorobiphenyl (TSP) STP",,NA,NA,"2,3,4',5-Tetrachlorobiphenyl  STP",
epa_amtic,1,"2,3',4',5-Tetrachlorobiphenyl (TSP) STP",,NA,NA,"2,3',4',5-Tetrachlorobiphenyl  STP",
epa_amtic,1,"2,4,4',5-Tetrachlorobiphenyl (TSP) STP",,NA,NA,"2,4,4',5-Tetrachlorobiphenyl  STP",
epa_amtic,1,"2,2',3,3',5-Pentachlorobiphenyl (TSP) STP",,NA,NA,"2,2',3,3',5-Pentachlorobiphenyl  STP",choice list
epa_amtic,1,"2,2',3,3',6-Pentachlorobiphenyl (TSP) STP",,NA,NA,"2,2',3,3',6-Pentachlorobiphenyl  STP",choice list
epa_amtic,1,"2,2',3,4,4'-Pentachlorobiphenyl (TSP) STP",,NA,NA,"2,2',3,4,4'-Pentachlorobiphenyl  STP",
epa_amtic,1,"2,2',3,4,5'-Pentachlorobiphenyl (TSP) STP",,NA,NA,"2,2',3,4,5'-Pentachlorobiphenyl  STP",choice list
epa_amtic,1,"2,2',3,4,6'-Pentachlorobiphenyl (TSP) STP",,NA,NA,"2,2',3,4,6'-Pentachlorobiphenyl  STP",choice list
epa_amtic,1,"2,2',3,4',6-Pentachlorobiphenyl (TSP) STP",,NA,NA,"2,2',3,4',6-Pentachlorobiphenyl  STP",choice list
epa_amtic,1,"2,2',3,5,5'-Pentachlorobiphenyl (TSP) STP",,NA,NA,"2,2',3,5,5'-Pentachlorobiphenyl  STP","NO2, NO3, & NH3"
epa_amtic,1,"2,2',3,5',6-Pentachlorobiphenyl (TSP) STP",,NA,NA,"2,2',3,5',6-Pentachlorobiphenyl  STP",
epa_amtic,1,"2,2',3,4',5'-Pentachlorobiphenyl (TSP) STP",,NA,NA,"2,2',3,4',5'-Pentachlorobiphenyl  STP",choice list
epa_amtic,1,"2,2',4,4',5-Pentachlorobiphenyl (TSP) STP",,NA,NA,"2,2',4,4',5-Pentachlorobiphenyl  STP",
epa_amtic,1,"2,2',4,5,5'-Pentachlorobiphenyl (TSP) STP",,NA,NA,"2,2',4,5,5'-Pentachlorobiphenyl  STP",
epa_amtic,1,"2,2',3,3',4,4'-Hexachlorobiphenyl (TSP) STP",,NA,NA,"2,2',3,3',4,4'-Hexachlorobiphenyl  STP",choice list
epa_amtic,1,"2,2',3,3',4,5'-Hexachlorobiphenyl (TSP) STP",,NA,NA,"2,2',3,3',4,5'-Hexachlorobiphenyl  STP",choice list
epa_amtic,1,"2,2',3,4,5,5'-Hexachlorobiphenyl (TSP) STP",,NA,NA,"2,2',3,4,5,5'-Hexachlorobiphenyl  STP",
epa_amtic,1,"2,2',3,4',5,5'-Hexachlorobiphenyl (TSP) STP",,NA,NA,"2,2',3,4',5,5'-Hexachlorobiphenyl  STP",
epa_amtic,1,"2,2',3,4',5',6-Hexachlorobiphenyl (TSP) STP",,NA,NA,"2,2',3,4',5',6-Hexachlorobiphenyl  STP",
epa_amtic,1,"2,2',3,5,5',6-Hexachlorobiphenyl (TSP) STP",,NA,NA,"2,2',3,5,5',6-Hexachlorobiphenyl  STP",
epa_amtic,1,"2,3,3',4,4',6-Hexachlorobiphenyl (TSP) STP",,NA,NA,"2,3,3',4,4',6-Hexachlorobiphenyl  STP",
epa_amtic,1,"2,2',3,3',4,5,5'-Heptachlorobiphenyl (TSP) STP",,NA,NA,"2,2',3,3',4,5,5'-Heptachlorobiphenyl  STP",choice list
epa_amtic,1,"2,2',3,3',4,5,6'-Heptachlorobiphenyl (TSP) STP",,NA,NA,"2,2',3,3',4,5,6'-Heptachlorobiphenyl  STP",choice list
epa_amtic,1,"2,2',3,3',4,5',6'-Heptachlorobiphenyl (TSP) STP",,NA,NA,"2,2',3,3',4,5',6'-Heptachlorobiphenyl  STP",choice list
epa_amtic,1,"2,2',3,3',5,5',6-Heptachlorobiphenyl (TSP) STP",,NA,NA,"2,2',3,3',5,5',6-Heptachlorobiphenyl  STP",choice list
epa_amtic,1,"2,2',3,4,4',5',6-Heptachlorobiphenyl (TSP) STP",,NA,NA,"2,2',3,4,4',5',6-Heptachlorobiphenyl  STP",choice list
epa_amtic,1,"2,2',3,4,5,5',6-Heptachlorobiphenyl (TSP) STP",,NA,NA,"2,2',3,4,5,5',6-Heptachlorobiphenyl  STP",
epa_amtic,1,"2,2',3,4',5,5',6-Heptachlorobiphenyl (TSP) STP",,NA,NA,"2,2',3,4',5,5',6-Heptachlorobiphenyl  STP",
epa_amtic,1,"2,3,3',4',5,5',6-Heptachlorobiphenyl (TSP) STP",,NA,NA,"2,3,3',4',5,5',6-Heptachlorobiphenyl  STP",
epa_amtic,1,"2,2',3,3',4,4',5,5'-Octachlorobiphenyl (TSP) STP",,NA,NA,"2,2',3,3',4,4',5,5'-Octachlorobiphenyl  STP",choice list
epa_amtic,1,"2,2',3,3',4,5,5',6'-Octachlorobiphenyl (TSP) STP",,NA,NA,"2,2',3,3',4,5,5',6'-Octachlorobiphenyl  STP",choice list
epa_amtic,1,"2,2',3,3',4,5',6,6'-Octachlorobiphenyl (TSP) STP",,NA,NA,"2,2',3,3',4,5',6,6'-Octachlorobiphenyl  STP",choice list
epa_amtic,1,"2,2',3,3',4,4',5,5',6-Nonachlorobiphenyl (TSP) STP",,NA,NA,"2,2',3,3',4,4',5,5',6-Nonachlorobiphenyl  STP",choice list
epa_amtic,1,Mixture PCB 7/ 9 (TSP) STP,,NA,NA,Mixture PCB 7/ 9  STP,
epa_amtic,1,Mixture PCB 15/17 (TSP) STP,,NA,NA,Mixture PCB 15/17  STP,
epa_amtic,1,Mixture PCB 18/32 (TSP) STP,,NA,NA,Mixture PCB 18/32  STP,
epa_amtic,1,Mixture PCB 28/31 (TSP) STP,,NA,NA,Mixture PCB 28/31  STP,acid neutralizing capacity
epa_amtic,1,Mixture PCB 37/42 (TSP) STP,,NA,NA,Mixture PCB 37/42  STP,
epa_amtic,1,Mixture PCB 41/71/64 (TSP) STP,,NA,NA,Mixture PCB 41/71/64  STP,
epa_amtic,1,Mixture PCB 47/48 (TSP) STP,,NA,NA,Mixture PCB 47/48  STP,
epa_amtic,1,Mixture PCB 56/60 (TSP) STP,,NA,NA,Mixture PCB 56/60  STP,
epa_amtic,1,Mixture PCB 77/110 (TSP) STP,,NA,NA,Mixture PCB 77/110  STP,
epa_amtic,1,Mixture PCB 105/132/153 (TSP) STP,,NA,NA,Mixture PCB 105/132/153  STP,
epa_amtic,1,Mixture PCB 135/144 (TSP) STP,,NA,NA,Mixture PCB 135/144  STP,
epa_amtic,1,Mixture PCB 138/163 (TSP) STP,,NA,NA,Mixture PCB 138/163  STP,
epa_amtic,1,Mixture PCB 170/190 (TSP) STP,,NA,NA,Mixture PCB 170/190  STP,
epa_amtic,1,Mixture PCB 171/202 (TSP) STP,,NA,NA,Mixture PCB 171/202  STP,
epa_amtic,1,Mixture PCB 203/196 (TSP) STP,,NA,NA,Mixture PCB 203/196  STP,
epa_amtic,1,Mixture PCB 208/195 (TSP) STP,,NA,NA,Mixture PCB 208/195  STP,
epa_amtic,1,"2,3',4-Trichlorobiphenyl (TSP) STP",,NA,NA,"2,3',4-Trichlorobiphenyl  STP",
epa_amtic,1,"2,3',4,4'-Tetrachlorobiphenyl (TSP) STP",,NA,NA,"2,3',4,4'-Tetrachlorobiphenyl  STP",
epa_amtic,1,"2,2',3,3',4-Pentachlorobiphenyl (TSP) STP",,NA,NA,"2,2',3,3',4-Pentachlorobiphenyl  STP",choice list
epa_ucmr,1,"1,1-dichloroethane",75-34-3,NA,NA,"1,1-dichloroethane",
epa_ucmr,1,"1,2,3-trichloropropane",96-18-4,NA,NA,"1,2,3-trichloropropane",
epa_ucmr,1,"1,3-butadiene",106-99-0,NA,NA,"1,3-butadiene",2-methylpropyl
epa_ucmr,1,"1,4-dioxane",123-91-1,NA,NA,"1,4-dioxane",
epa_ucmr,1,17-alpha-ethynylestradiol,57-63-6,NA,NA,17-alpha-ethynylestradiol,
epa_ucmr,1,17-beta-estradiol,50-28-2,NA,NA,17-beta-estradiol,
epa_ucmr,1,"4-androstene-3,17-dione",63-05-8,NA,NA,"4-androstene-3,17-dione",
epa_ucmr,1,HCFC-22,75-45-6,NA,NA,HCFC-22,
epa_ucmr,1,Halon 1011,74-97-5,NA,NA,Halon 1011,
epa_ucmr,1,PFBS,375-73-5,NA,NA,PFBS,
epa_ucmr,1,PFHpA,375-85-9,NA,NA,PFHpA,
epa_ucmr,1,PFHxS,355-46-4,NA,NA,PFHxS,
epa_ucmr,1,PFNA,375-95-1,NA,NA,PFNA,
epa_ucmr,1,PFOA,335-67-1,NA,NA,PFOA,
epa_ucmr,1,PFOS,1763-23-1,NA,NA,PFOS,
fda_tds_pest,1,endosulfan ii,,NA,NA,endosulfan ii,
fda_tds_pest,1,endosulfan i,,NA,NA,endosulfan i,
fda_tds_pest,1,esfenvalerate,,NA,NA,esfenvalerate,
fda_tds_pest,1,dcpa,,NA,NA,dcpa,
fda_tds_pest,1,"dde, p,p'",,NA,NA,"dde, p,p'",
fda_tds_pest,1,"dde, p,p'-",,NA,NA,"dde, p,p'-",
fda_tds_pest,1,"permethrin, cis",,NA,NA,"permethrin, cis",Chlordecone
fda_tds_pest,1,"permethrin, trans",,NA,NA,"permethrin, trans",
fda_tds_pest,1,chlorpyrifos methyl,,NA,NA,chlorpyrifos methyl,
fda_tds_pest,1,"2,4-d",,NA,NA,"2,4-d",
fda_tds_pest,1,propiconazole (tilt),,NA,NA,propiconazole ,creatinine corrected
fda_tds_pest,1,fenoxaprop-ethyl,,NA,NA,fenoxaprop-ethyl,
fda_tds_pest,1,"ddt, p,p'",,NA,NA,"ddt, p,p'",
fda_tds_pest,1,"bhc, delta",,NA,NA,"bhc, delta",
fda_tds_pest,1,"ddt, p,p'-",,NA,NA,"ddt, p,p'-",
fda_tds_pest,1,"tde, p,p'-",,NA,NA,"tde, p,p'-",S-PMA
fda_tds_pest,1,"bhc, alpha",,NA,NA,"bhc, alpha",
fda_tds_pest,1,mgk 264,,NA,NA,mgk 264,
fda_tds_pest,1,"chlordane, cis",,NA,NA,"chlordane, cis",
fda_tds_pest,1,linuron,,NA,NA,linuron,
fda_tds_pest,1,"tde, o,p'",,NA,NA,"tde, o,p'",DiBP
fda_tds_pest,1,"tde, p,p'",,NA,NA,"tde, p,p'",
fda_tds_pest,1,"tde, p,p'-, olefin",,NA,NA,"tde, p,p'-, olefin",
fda_tds_pest,1,def,,NA,NA,def,
fda_tds_pest,1,"tde, o,p'-",,NA,NA,"tde, o,p'-",
fda_tds_pest,1,"ddt, o,p'",,NA,NA,"ddt, o,p'",
fda_tds_pest,1,"2,4-dichloro-6-nitrobenzeneamine",,NA,NA,"2,4-dichloro-6-nitrobenzeneamine",
fda_tds_pest,1,chlorothalonil,,NA,NA,chlorothalonil,
fda_tds_pest,1,oxamyl,,NA,NA,oxamyl,minin combination with matrx
fda_tds_pest,1,"chlordane, trans",,NA,NA,"chlordane, trans",
fda_tds_pest,1,"ddt, o,p'-",,NA,NA,"ddt, o,p'-",
fda_tds_pest,1,"nonachlor, trans",,NA,NA,"nonachlor, trans",TSP
fda_tds_pest,1,3-hydroxycarbofuran,,NA,NA,3-hydroxycarbofuran,
fda_tds_pest,1,carbofuran,,NA,NA,carbofuran,
fda_tds_pest,1,imazalil,,NA,NA,imazalil,
fda_tds_pest,1,quinoxyfen,,NA,NA,quinoxyfen,1-Naphtholcreatinine corrected
fda_tds_pest,1,trifloxystrobin,,NA,NA,trifloxystrobin,
fda_tds_pest,1,fludioxonil,,NA,NA,fludioxonil,
fda_tds_pest,1,vinclozolin metabolite e,,NA,NA,vinclozolin metabolite e,PCB 199
fda_tds_pest,1,atrazine,,NA,NA,atrazine,
fda_tds_pest,1,procymidone,,NA,NA,procymidone,creatinine corrected
fda_tds_pest,1,famoxadone,,NA,NA,famoxadone,
fda_tds_pest,1,triadimefon,,NA,NA,triadimefon,
fda_tds_pest,1,"bhc, beta",,NA,NA,"bhc, beta",
fda_tds_pest,1,"1,2,4,5-tetrachlorobenzene",,NA,NA,"1,2,4,5-tetrachlorobenzene",
fda_tds_pest,1,"1,2,3,5-tetrachlorobenzene",,NA,NA,"1,2,3,5-tetrachlorobenzene",
fda_tds_pest,1,tecnazene,,NA,NA,tecnazene,
fda_tds_pest,1,(e)-azoxystrobin,,NA,NA,#NAME?,"2,4-dibromophenoxy"
fda_tds_pest,1,mirex,,NA,NA,mirex,choice list
fda_tds_pest,1,"methoxychlor, o,p'-",,NA,NA,"methoxychlor, o,p'-",C6-C10
ices_biota,,dry weight percent,,NA,NA,dry weight percent,
ices_biota,,length (max) (in combination with matrx),,NA,NA,length  ,
ices_biota,,length (mean or individual) (in combination with matrx),,NA,NA,length  ,
ices_biota,,length (min) (in combination with matrx),,NA,NA,length  ,
ices_biota,,extractable lipid percent,,NA,NA,extractable lipid percent,
ices_biota,,,,NA,NA,,
ices_biota,,fat weight percent,,NA,NA,fat weight percent,
ices_biota,,weight (mean or individual) (in combination with matrx),,NA,NA,weight  ,
ices_biota,,weight (maximum) (in combination with matrx),,NA,NA,weight  ,
ices_biota,,weight (minimum) (in combination with matrx),,NA,NA,weight  ,"1.alpha.,2.alpha.,3.alpha.,4.beta.,5.alpha.,6.beta."
ices_biota,1,potassium,,NA,NA,potassium,creatinine corrected
ices_biota,,age (mean),,NA,NA,age ,
ices_biota,,age (max),,NA,NA,age ,
ices_biota,,age (min),,NA,NA,age ,
ices_biota,,height (mean or individual) (in combination with matrx),,NA,NA,height  ,3H
ices_biota,,% females displaying imposex,,NA,NA,% females displaying imposex,TN:TP
ices_biota,,imposex stage (reported for single individual as an integer) used to determine the Penis Classification Index,,NA,NA,imposex stage  used to determine the Penis Classification Index,
ices_biota,,length of female penis (mm) (imposex),,NA,NA,length of female penis  ,
ices_biota,,length of male penis (mm) (imposex),,NA,NA,length of male penis  ,
ices_biota,,penis classification index (Sum of imposex stage values of all females examined) / (Number of females),,NA,NA,penis classification index  / ,
ices_biota,,Vas Deferens Sequence (stages 0-6) (imposex),,NA,NA,Vas Deferens Sequence  ,
ices_biota,1,EROD - Ethoxyresorufin-O-deethylase - (MUNIT pmol resorufin/mg-protein/min  substrate: 7-ethoxyresorufin),,NA,NA,EROD - Ethoxyresorufin-O-deethylase - ,
ices_biota,1,EROD - Ethoxyresorufin-O-deethylase - (MUNIT pmol resorufin/mg-protein/min substrate: 7-ethoxyresorufin),,NA,NA,EROD - Ethoxyresorufin-O-deethylase - ,
ices_biota,,protein concentration (volume) (Unit example: mg protein / ml homogenized matrix),,NA,NA,protein concentration  ,carboxynonylMCNPcreatinine corrected
ices_biota,,breadth (ex. matrix EG),,NA,NA,breadth ,
ices_biota,,lipid weight percent,,NA,NA,lipid weight percent,
ices_biota,1,mirex,,NA,NA,mirex,
ices_biota,,"thickness (""organ"" described in matrx - ex. BB  ES(egg shell)  EX (shell))",,NA,NA,"thickness (""organ"" described in matrx - ex. BB  ES  EX )",
ices_biota,,"thickness (""""organ"""" described in matrx - ex. BB ES(egg shell) EX (shell))",,NA,NA,"thickness (""""organ"""" described in matrx - ex. BB ES EX )",
ices_biota,,moisture content percent,,NA,NA,moisture content percent,
ices_biota,1,"trans-heptachlorepoxide """"(beta)""""",,NA,NA,"trans-heptachlorepoxide """"""""",
ices_biota,1,sum of CBs.- Sum of (CB28 CB52 CB101 CB118 CB138 CB153 CB180),,NA,NA,sum of CBs.- Sum of ,
ices_biota,1,polychlorinated biphenyls - Deprecated- Report as single PCBs,,NA,NA,polychlorinated biphenyls - Deprecated- Report as single PCBs,creatinine corrected
ices_biota,1,1 1'-Biphenyl  2 3 4 4'-tetrachloro- (CB60),,NA,NA,1 1'-Biphenyl  2 3 4 4'-tetrachloro- ,
ices_biota,1,sum of (DDT (p p') DDE (p p') DDD (p p')),,NA,NA,sum of (DDT  DDE  DDD ),4-hydroxyphenyl
ices_biota,1,sum of CBs.- Sum of (CB28 CB52 CB101 CB138 CB153 CB180),,NA,NA,sum of CBs.- Sum of ,
ices_biota,1,1 1'-Biphenyl 3 4 4'-trichloro- (CB37),,NA,NA,1 1'-Biphenyl 3 4 4'-trichloro- ,
ices_biota,1,Chrysene 2-methyl-,,NA,NA,Chrysene 2-methyl-,
ices_biota,1,Fluoranthene 1-methyl-,,NA,NA,Fluoranthene 1-methyl-,hexachlorocyclopentadieno
ices_biota,1,"cis-heptachlorepoxide ""(alpha)""",,NA,NA,"cis-heptachlorepoxide """"",
ices_biota,1,"cis-heptachlorepoxide """"(alpha)""""",,NA,NA,"cis-heptachlorepoxide """"""""",
ices_biota,1,delta-aminolevulinic acid dehydratase,,NA,NA,delta-aminolevulinic acid dehydratase,
ices_biota,,gonadal somatic index ((gonad weight/whole organism weight) x 100),,NA,NA,gonadal somatic index ( x 100),Y/Nchoice list
ices_biota,1,Benzene 1 2 3 4 5-pentabromo-6-(3 4 5-tribromophenoxy)- (PBDE205),,NA,NA,Benzene 1 2 3 4 5-pentabromo-6-- ,
ices_biota,,extractable persistent organically bound chlorine,,NA,NA,extractable persistent organically bound chlorine,
ices_biota,,liver somatic index  liver weight/whole organism weight) x 100),,NA,NA,liver somatic index  liver weight/whole organism weight) x 100),
ices_biota,,liver somatic index liver weight/whole organism weight) x 100),,NA,NA,liver somatic index liver weight/whole organism weight) x 100),choice list
ices_biota,1,1 1'-Biphenyl 2 4-dichloro- (CB7),,NA,NA,1 1'-Biphenyl 2 4-dichloro- ,
ices_biota,1,vitellogenin (microgram per ml),,NA,NA,vitellogenin ,HxCDF
ices_biota,,Lysosomal labilisation period,,NA,NA,Lysosomal labilisation period,
ices_biota,,DNA adducts,,NA,NA,DNA adducts,
ices_biota,1,acetylcholine esterase activity (Unit example: amount acetylthiocholine (ACTC)/time/amount protein),,NA,NA,acetylcholine esterase activity (Unit example: amount acetylthiocholine /time/amount protein),
ices_biota,,% sterile females (IMPS 5-6  INTS 2 or above),,NA,NA,% sterile females ,
ices_biota,,% sterile females (IMPS 5-6 INTS 2 or above),,NA,NA,% sterile females ,%
ices_biota,,% females displaying intersex,,NA,NA,% females displaying intersex,
ices_biota,,intersex stage index,,NA,NA,intersex stage index,
ices_biota,,Vas Deferens Sequence Index (mean of VDS stages scored) (imposex),,NA,NA,Vas Deferens Sequence Index  ,HxCDD
ices_biota,1,Benz[a]anthracene 7-methyl-,,NA,NA,Benz[a]anthracene 7-methyl-,W
ices_biota,1,Benzo[a]pyrene 7-methyl-,,NA,NA,Benzo[a]pyrene 7-methyl-,
ices_biota,1,Phthalic acid bis(2-ethylhexyl) ester,,NA,NA,Phthalic acid bis ester,creatinine corrected
ices_biota,1,1 2-Benzenedicarboxylic acid diisononyl ester,,NA,NA,1 2-Benzenedicarboxylic acid diisononyl ester,Thorium-230 ref std
ices_biota,,% DNA in tail (a measure of the proportion of total DNA present in the comet tail),,NA,NA,% DNA in tail ,
ices_biota,,COMET assay - number of cells screened,,NA,NA,COMET assay - number of cells screened,
ices_biota,,neutral red retention time (mean retention time in minutes),,NA,NA,neutral red retention time ,TSP
ices_biota,1,Benzene pentabromophenoxy- (PBDE116),,NA,NA,Benzene pentabromophenoxy- ,
ices_biota,1,Benzene 1 2 3 4-tetrabromo-5-(3 4-dibromophenoxy)- (BDE156),,NA,NA,Benzene 1 2 3 4-tetrabromo-5-- ,
ices_biota,1,Benzene 1 2 3 4 5-pentabromo-6-(2 3 4 5-tetrabromophenoxy)- (PBDE206),,NA,NA,Benzene 1 2 3 4 5-pentabromo-6-- ,
ices_biota,1,Benzene pentabromo(2 3 4 6-tetrabromophenoxy)- (PBDE 207),,NA,NA,Benzene pentabromo- ,
ices_biota,1,Benzene 1-bromo-2-phenoxy- (PBDE1),,NA,NA,Benzene 1-bromo-2-phenoxy- ,
ices_biota,1,Benzene 1 3-dibromo-2-phenoxy- (PBDE10),,NA,NA,Benzene 1 3-dibromo-2-phenoxy- ,attached
ices_biota,1,Benzene 1-bromo-3-(4-bromophenoxy)- (PBDE13),,NA,NA,Benzene 1-bromo-3-- ,
ices_biota,1,Benzene 1-bromo-3-phenoxy- (PBDE2),,NA,NA,Benzene 1-bromo-3-phenoxy- ,choice list
ices_biota,1,Benzene 1-bromo-4-phenoxy-,,NA,NA,Benzene 1-bromo-4-phenoxy-,
ices_biota,1,Benzene 2 4-dibromo-1-phenoxy- (BDE 7),,NA,NA,Benzene 2 4-dibromo-1-phenoxy- ,
ices_biota,,catalase activity  (Unit example: micromol/min/mg protein),,NA,NA,catalase activity  ,
ices_biota,,catalase activity (Unit example: micromol/min/mg protein),,NA,NA,catalase activity ,
ices_biota,1,Chrysene 5-methyl-,,NA,NA,Chrysene 5-methyl-,
ices_biota,1,Phthalic acid dibutyl ester,,NA,NA,Phthalic acid dibutyl ester,creatinine corrected
ices_biota,1,glutathionine transferase,,NA,NA,glutathionine transferase,
ices_biota,,scope for growth (P = A - R),,NA,NA,scope for growth ,PFNA
ices_biota,,survival time,,NA,NA,survival time,
ices_biota,,% female population,,NA,NA,% female population,
ices_biota,,Relative Penis Length Index (%) (mean female penis length/mean male penis length) x 100,,NA,NA,Relative Penis Length Index   x 100,
