,DSSTox_Source_Record_Id,external_id,reported_chemical_name,reported_casrn,DSSTox_Substance_Id,Substance_Name,Substance_CASRN,Substance_Type,Structure_InChIKey,Structure_Formula
6934,DTXRID6016343713,nhanes-324,N-Acetyl-S-(3;4-dihydroxybutyl)-L-cysteine,NA,DTXSID60932439,"S-(3,4-Dihydroxybutyl)-N-(1-hydroxyethylidene)cysteine",144889-50-9,Single Compound,VGJNEDFZFZCLSX-MQWKRIRWSA-N,C9H17NO5S
6935,DTXRID4016343714,nhanes-325,N-Acetyl-S-(3;4-dihydroxybutyl)-L-cysteine (creatinine corrected),NA,DTXSID60932439,"S-(3,4-Dihydroxybutyl)-N-(1-hydroxyethylidene)cysteine",144889-50-9,Single Compound,VGJNEDFZFZCLSX-MQWKRIRWSA-N,C9H17NO5S
6936,DTXRID2016343715,nhanes-326,N-Acetyl-S-(3-hydroxypropyl)-L-cysteine,NA,DTXSID30904325,S-(3-Hydroxypropyl)cysteine N-acetate,23127-40-4,Single Compound,FMWPQZPFBAHHMB-JLDDOWRYNA-N,C8H15NO4S
6937,DTXRID0016343716,nhanes-327,N-Acetyl-S-(3-hydroxypropyl)-L-cysteine (creatinine corrected),NA,DTXSID50919259,N-(1-Hydroxyethylidene)-S-(2-hydroxypropyl)cysteine,923-43-3,Single Compound,FGOZBZPHEMIBIQ-MSZQBOFLSA-N,C8H15NO4S
6938,DTXRID8016343717,nhanes-328,N-Acetyl-S-(3-hydroxypropyl-1-methyl)-L-cysteine,NA,DTXSID90894753,S-Benzyl-N-acetyl-L-cysteine,19542-77-9,Single Compound,BJUXDERNWYKSIQ-NSHDSACASA-N,C12H15NO3S
6939,DTXRID6016343718,nhanes-329,N-Acetyl-S-(3-hydroxypropyl-1-methyl)-L-cysteine (creatinine corrected),NA,DTXSID90894753,S-Benzyl-N-acetyl-L-cysteine,19542-77-9,Single Compound,BJUXDERNWYKSIQ-NSHDSACASA-N,C12H15NO3S
6940,DTXRID4016343719,nhanes-330,N-Acetyl-S-(4-hydroxy-2-butenyl)-L-cysteine,NA,DTXSID90894753,S-Benzyl-N-acetyl-L-cysteine,19542-77-9,Single Compound,BJUXDERNWYKSIQ-NSHDSACASA-N,C12H15NO3S
6941,DTXRID9016343720,nhanes-331,N-Acetyl-S-(4-hydroxy-2-butenyl)-L-cysteine (creatinine corrected),NA,DTXSID90894753,S-Benzyl-N-acetyl-L-cysteine,19542-77-9,Single Compound,BJUXDERNWYKSIQ-NSHDSACASA-N,C12H15NO3S
6942,DTXRID7016343721,nhanes-332,N-Acetyl-S-(benzyl)-L-cysteine,NA,DTXSID90894753,S-Benzyl-N-acetyl-L-cysteine,19542-77-9,Single Compound,BJUXDERNWYKSIQ-NSHDSACASA-N,C12H15NO3S
6943,DTXRID5016343722,nhanes-333,N-Acetyl-S-(benzyl)-L-cysteine (creatinine corrected),NA,DTXSID90894753,S-Benzyl-N-acetyl-L-cysteine,19542-77-9,Single Compound,BJUXDERNWYKSIQ-NSHDSACASA-N,C12H15NO3S
6944,DTXRID3016343723,nhanes-334,N-Acetyl-S-(dimethylphenyl)-L-cysteine,NA,DTXSID90894753,S-Benzyl-N-acetyl-L-cysteine,19542-77-9,Single Compound,BJUXDERNWYKSIQ-NSHDSACASA-N,C12H15NO3S
6945,DTXRID1016343724,nhanes-335,N-Acetyl-S-(dimethylphenyl)-L-cysteine (creatinine corrected),NA,DTXSID90894753,S-Benzyl-N-acetyl-L-cysteine,19542-77-9,Single Compound,BJUXDERNWYKSIQ-NSHDSACASA-N,C12H15NO3S
6946,DTXRID9016343725,nhanes-336,N-Acetyl-S-(N-methylcarbamoyl)-L-cysteine,NA,DTXSID00146174,N-Acetyl-S-(N-methylcarbamoyl)cysteine,103974-29-4,Single Compound,MXRPNYMMDLFYDL-YFKPBYRVSA-N,C7H12N2O4S
6947,DTXRID7016343726,nhanes-337,N-Acetyl-S-(N-methylcarbamoyl)-L-cysteine (creatinine corrected),NA,DTXSID00146174,N-Acetyl-S-(N-methylcarbamoyl)cysteine,103974-29-4,Single Compound,MXRPNYMMDLFYDL-YFKPBYRVSA-N,C7H12N2O4S
6948,DTXRID5016343727,nhanes-338,N-Acetyl-S-(n-propyl)-L-cysteine,NA,DTXSID50162602,N-Acetyl-S-propyl-L-cysteine,14402-54-1,Single Compound,PSOKBYBSKZWNMI-ZETCQYMHSA-N,C8H15NO3S
6949,DTXRID3016343728,nhanes-339,N-Acetyl-S-(n-propyl)-L-cysteine (creatinine corrected),NA,DTXSID50162602,N-Acetyl-S-propyl-L-cysteine,14402-54-1,Single Compound,PSOKBYBSKZWNMI-ZETCQYMHSA-N,C8H15NO3S
6950,DTXRID1016343729,nhanes-340,N-Acetyl-S-(phenyl)-L-cysteine,NA,DTXSID6021828,Acetophenone,98-86-2,Single Compound,KWOLFJPFCHCOCG-UHFFFAOYSA-N,C8H8O
6951,DTXRID6016343730,nhanes-341,N-Acetyl-S-(phenyl)-L-cysteine (creatinine corrected),NA,DTXSID10905052,S-Phenyl-N-acetylcysteine,4775-80-8,Single Compound,CICOZWHZVMOPJS-JTQLQIEISA-N,C11H13NO3S
6952,DTXRID4016343731,nhanes-342,N-Acetyl-S-(phenyl-2-hydroxyethyl)-L-cysteine,NA,DTXSID80932496,N-(1-Hydroxyethylidene)-S-(2-hydroxy-2-phenylethyl)cysteine,14510-10-2,Single Compound,BHIBBNPGNZPUFZ-PXYINDEMSA-N,C13H17NO4S
6953,DTXRID2016343732,nhanes-343,N-Acetyl-S-(phenyl-2-hydroxyethyl)-L-cysteine (,NA,DTXSID80932496,N-(1-Hydroxyethylidene)-S-(2-hydroxy-2-phenylethyl)cysteine,14510-10-2,Single Compound,BHIBBNPGNZPUFZ-PXYINDEMSA-N,C13H17NO4S
6954,DTXRID0016343733,nhanes-344,N-Acetyl-S-(phenyl-2-hydroxyethyl)-L-cysteine (creatinine corrected),NA,DTXSID80932496,N-(1-Hydroxyethylidene)-S-(2-hydroxy-2-phenylethyl)cysteine,14510-10-2,Single Compound,BHIBBNPGNZPUFZ-PXYINDEMSA-N,C13H17NO4S
6955,DTXRID8016343734,nhanes-345,N-Acetyl-S-(phenyl-2-hydroxyethyl)-L-cysteine (creatinine corrected) (,NA,DTXSID80932496,N-(1-Hydroxyethylidene)-S-(2-hydroxy-2-phenylethyl)cysteine,14510-10-2,Single Compound,BHIBBNPGNZPUFZ-PXYINDEMSA-N,C13H17NO4S
6956,DTXRID6016343735,nhanes-346,N-Acetyl-S-(trichlorovinyl)-L-cysteine,NA,DTXSID20149602,S-Trichlorovinyl-N-acetylcysteine,111348-61-9,Single Compound,NBGLMNHGJFSOCH-BYPYZUCNSA-N,C7H8Cl3NO3S
6957,DTXRID4016343736,nhanes-347,N-Acetyl-S-(trichlorovinyl)-L-cysteine (creatinine corrected),NA,DTXSID20149602,S-Trichlorovinyl-N-acetylcysteine,111348-61-9,Single Compound,NBGLMNHGJFSOCH-BYPYZUCNSA-N,C7H8Cl3NO3S
6958,DTXRID2016343737,nhanes-348,Nicosulfuron,NA,DTXSID6034764,Nicosulfuron,111991-09-4,Single Compound,RTCOGUMHFFWOJV-UHFFFAOYSA-N,C15H18N6O6S
6959,DTXRID0016343738,nhanes-349,Nicosulfuron (creatinine corrected),NA,DTXSID6034764,Nicosulfuron,111991-09-4,Single Compound,RTCOGUMHFFWOJV-UHFFFAOYSA-N,C15H18N6O6S
6960,DTXRID8016343739,nhanes-350,Nitrate,NA,DTXSID5024217,Nitrate,14797-55-8,Single Compound,NHNBFGGVMKEFGY-UHFFFAOYSA-N,NO3
6961,DTXRID3016343740,nhanes-351,Nitrate (creatinine corrected),NA,DTXSID5024217,Nitrate,14797-55-8,Single Compound,NHNBFGGVMKEFGY-UHFFFAOYSA-N,NO3
6962,DTXRID1016343741,nhanes-352,Nitrobenzene,NA,DTXSID3020964,Nitrobenzene,98-95-3,Single Compound,LQNUZADURLCDLV-UHFFFAOYSA-N,C6H5NO2
6963,DTXRID9016343742,nhanes-353,Nitromethane,NA,DTXSID2020977,Nitromethane,75-52-5,Single Compound,LYGJENNIWJXYER-UHFFFAOYSA-N,CH3NO2
6964,DTXRID7016343743,nhanes-354,NNAL (4-(methylnitrosamino)-1-(3-pyridyl)-1-butanol),NA,DTXSID8020880,4-(Methylnitrosamino)-1-(3-pyridyl)-1-butanol,76014-81-8,Mixture of Stereoisomers,OGRXKBUCZFFSTL-UHFFFAOYNA-N,C10H15N3O2
6965,DTXRID5016343744,nhanes-355,NNAL (4-(methylnitrosamino)-1-(3-pyridyl)-1-butanol) (creatinine corrected),NA,DTXSID8020880,4-(Methylnitrosamino)-1-(3-pyridyl)-1-butanol,76014-81-8,Mixture of Stereoisomers,OGRXKBUCZFFSTL-UHFFFAOYNA-N,C10H15N3O2
6966,DTXRID3016343745,nhanes-356,n-Perfluorooctane sulfonic acid (n-PFOS),NA,DTXSID3031864,Perfluorooctanesulfonic acid,1763-23-1,Single Compound,YFSUTJLHUFNCNZ-UHFFFAOYSA-N,C8HF17O3S
6967,DTXRID1016343746,nhanes-357,n-Perfluorooctanoic acid (n-PFOA),NA,DTXSID8031865,Perfluorooctanoic acid,335-67-1,Single Compound,SNGREZUHAYWORS-UHFFFAOYSA-N,C8HF15O2
6968,DTXRID9016343747,nhanes-358,n-Propyl paraben,NA,DTXSID4022527,Propylparaben,94-13-3,Single Compound,QELSKZZBTMNZEB-UHFFFAOYSA-N,C10H12O3
6969,DTXRID7016343748,nhanes-359,n-Propyl paraben (creatinine corrected),NA,DTXSID1037806,"6-Chloro-1,3,5-triazine-2,4-diamine",3397-62-4,Single Compound,FVFVNNKYKYZTJU-UHFFFAOYSA-N,C3H4ClN5
6970,DTXRID5016343749,nhanes-360,Octane,NA,DTXSID0026882,Octane,111-65-9,Single Compound,TVMXDCGIABBOFY-UHFFFAOYSA-N,C8H18
6971,DTXRID0016343750,nhanes-361,O-Desmethylangolensin,NA,DTXSID40873154,O-Desmethylangolensin,21255-69-6,Mixture of Stereoisomers,JDJPNKPFDDUBFV-UHFFFAOYNA-N,C15H14O4
6972,DTXRID8016343751,nhanes-362,O-Desmethylangolensin (creatinine corrected),NA,DTXSID40873154,O-Desmethylangolensin,21255-69-6,Mixture of Stereoisomers,JDJPNKPFDDUBFV-UHFFFAOYNA-N,C15H14O4
6973,DTXRID6016343752,nhanes-363,Omethoate,NA,DTXSID4037580,Omethoate,1113-02-6,Single Compound,PZXOQEXFMJCDPG-UHFFFAOYSA-N,C5H12NO4PS
6974,DTXRID4016343753,nhanes-364,Omethoate (creatinine corrected),NA,DTXSID4037580,Omethoate,1113-02-6,Single Compound,PZXOQEXFMJCDPG-UHFFFAOYSA-N,C5H12NO4PS
6975,DTXRID2016343754,nhanes-365,ortho-Phenylphenol,NA,DTXSID2021151,2-Phenylphenol,90-43-7,Single Compound,LLEMOWNGBBNAJR-UHFFFAOYSA-N,C12H10O
6976,DTXRID0016343755,nhanes-366,ortho-Phenylphenol (creatinine corrected),NA,DTXSID2021151,2-Phenylphenol,90-43-7,Single Compound,LLEMOWNGBBNAJR-UHFFFAOYSA-N,C12H10O
6977,DTXRID8016343756,nhanes-367,Oxasulfuron,NA,DTXSID4034364,Oxasulfuron,144651-06-9,Single Compound,IOXAXYHXMLCCJJ-UHFFFAOYSA-N,C17H18N4O6S
6978,DTXRID6016343757,nhanes-368,Oxasulfuron (creatinine corrected),NA,DTXSID4034364,Oxasulfuron,144651-06-9,Single Compound,IOXAXYHXMLCCJJ-UHFFFAOYSA-N,C17H18N4O6S
6979,DTXRID4016343758,nhanes-369,o-Xylene,NA,DTXSID3021807,o-Xylene,95-47-6,Single Compound,CTQNGGLPUBDAKN-UHFFFAOYSA-N,C8H10
6980,DTXRID2016343759,nhanes-370,para-Nitrophenol,NA,DTXSID0021834,4-Nitrophenol,100-02-7,Single Compound,BTJIUGUIPKRLHP-UHFFFAOYSA-N,C6H5NO3
6981,DTXRID7016343760,nhanes-371,para-Nitrophenol (creatinine corrected),NA,DTXSID0021834,4-Nitrophenol,100-02-7,Single Compound,BTJIUGUIPKRLHP-UHFFFAOYSA-N,C6H5NO3
6982,DTXRID5016343761,nhanes-372,Pentachlorophenol,NA,DTXSID7021106,Pentachlorophenol,87-86-5,Single Compound,IZUPBVBPLAPZRR-UHFFFAOYSA-N,C6HCl5O
6983,DTXRID3016343762,nhanes-373,Pentachlorophenol (creatinine corrected),NA,DTXSID7021106,Pentachlorophenol,87-86-5,Single Compound,IZUPBVBPLAPZRR-UHFFFAOYSA-N,C6HCl5O
6984,DTXRID1016343763,nhanes-374,Perchlorate,NA,DTXSID6024252,Perchlorate,14797-73-0,Single Compound,VLTRZXGMWDSKGL-UHFFFAOYSA-M,ClO4
6985,DTXRID9016343764,nhanes-375,Perchlorate (creatinine corrected),NA,DTXSID6024252,Perchlorate,14797-73-0,Single Compound,VLTRZXGMWDSKGL-UHFFFAOYSA-M,ClO4
6986,DTXRID7016343765,nhanes-376,Perfluorobutane sulfonic acid (PFBS),NA,DTXSID5030030,Perfluorobutanesulfonic acid,375-73-5,Single Compound,JGTNAGYHADQMCM-UHFFFAOYSA-N,C4HF9O3S
6987,DTXRID5016343766,nhanes-377,Perfluorodecanoic acid (PFDA),NA,DTXSID3031860,Perfluorodecanoic acid,335-76-2,Single Compound,PCIUEQPBYFRTEM-UHFFFAOYSA-N,C10HF19O2
6988,DTXRID3016343767,nhanes-378,Perfluorododecanoic acid (PFDoA),NA,DTXSID8031861,Perfluorododecanoic acid,307-55-1,Single Compound,CXGONMQFMIYUJR-UHFFFAOYSA-N,C12HF23O2
6989,DTXRID1016343768,nhanes-379,Perfluorododecanoic acid (PFDoDA),NA,DTXSID8031861,Perfluorododecanoic acid,307-55-1,Single Compound,CXGONMQFMIYUJR-UHFFFAOYSA-N,C12HF23O2
6990,DTXRID9016343769,nhanes-380,Perfluoroheptanoic acid (PFHpA),NA,DTXSID1037303,Perfluoroheptanoic acid,375-85-9,Single Compound,ZWBAMYVPMDSJGQ-UHFFFAOYSA-N,C7HF13O2
6991,DTXRID4016343770,nhanes-381,Perfluorohexane sulfonic acid (PFHxS),NA,DTXSID7040150,Perfluorohexanesulfonic acid,355-46-4,Single Compound,QZHDEAJFRJCDMF-UHFFFAOYSA-N,C6HF13O3S
6992,DTXRID2016343771,nhanes-382,Perfluorononanoic acid (PFNA),NA,DTXSID8031863,Perfluorononanoic acid,375-95-1,Single Compound,UZUFPBIDKMEQEQ-UHFFFAOYSA-N,C9HF17O2
6993,DTXRID0016343772,nhanes-383,Perfluorooctane sulfonamide (PFOSA or FOSA),NA,DTXSID3038939,Perfluorooctanesulfonamide,754-91-6,Single Compound,RRRXPPIDPYTNJG-UHFFFAOYSA-N,C8H2F17NO2S
6994,DTXRID8016343773,nhanes-384,Perfluorooctane sulfonic acid (PFOS),NA,DTXSID3031864,Perfluorooctanesulfonic acid,1763-23-1,Single Compound,YFSUTJLHUFNCNZ-UHFFFAOYSA-N,C8HF17O3S
6995,DTXRID6016343774,nhanes-385,Perfluorooctanoic acid (PFOA),NA,DTXSID8031865,Perfluorooctanoic acid,335-67-1,Single Compound,SNGREZUHAYWORS-UHFFFAOYSA-N,C8HF15O2
6996,DTXRID4016343775,nhanes-386,Perfluoroundecanoic acid (PFUnDA),NA,DTXSID8047553,Perfluoroundecanoic acid,2058-94-8,Single Compound,SIDINRCMMRKXGQ-UHFFFAOYSA-N,C11HF21O2
6997,DTXRID2016343776,nhanes-387,Phenylglyoxylic acid,NA,DTXSID80209993,Phenylglyoxylic acid,611-73-4,Single Compound,FAQJJMHZNSSFSM-UHFFFAOYSA-N,C8H6O3
6998,DTXRID0016343777,nhanes-388,Phenylglyoxylic acid (creatinine corrected),NA,DTXSID80209993,Phenylglyoxylic acid,611-73-4,Single Compound,FAQJJMHZNSSFSM-UHFFFAOYSA-N,C8H6O3
6999,DTXRID8016343778,nhanes-389,Platinum (creatinine corrected),NA,DTXSID9064681,Platinum,6/4/7440,Single Compound,BASFCYQUMIYNBI-UHFFFAOYSA-N,Pt
7000,DTXRID6016343779,nhanes-390,Primisulfuron-methyl,NA,DTXSID8032463,Primisulfuron-methyl,86209-51-0,Single Compound,ZTYVMAQSHCZXLF-UHFFFAOYSA-N,C15H12F4N4O7S
7001,DTXRID1016343780,nhanes-391,Primisulfuron-methyl (creatinine corrected),NA,DTXSID8032463,Primisulfuron-methyl,86209-51-0,Single Compound,ZTYVMAQSHCZXLF-UHFFFAOYSA-N,C15H12F4N4O7S
7002,DTXRID9016343781,nhanes-392,Propylene thiourea,NA,DTXSID3052694,4-Methylimidazolidine-2-thione,2122-19-2,Mixture of Stereoisomers,NGZJXCFNBVJLQN-UHFFFAOYNA-N,C4H8N2S
7003,DTXRID7016343782,nhanes-393,Propylene thiourea (creatinine corrected),NA,DTXSID3052694,4-Methylimidazolidine-2-thione,2122-19-2,Mixture of Stereoisomers,NGZJXCFNBVJLQN-UHFFFAOYNA-N,C4H8N2S
7004,DTXRID5016343783,nhanes-394,Prosulfuron,NA,DTXSID9034868,Prosulfuron,94125-34-5,Single Compound,LTUNNEGNEKBSEH-UHFFFAOYSA-N,C15H16F3N5O4S
7005,DTXRID3016343784,nhanes-395,Prosulfuron (creatinine corrected),NA,DTXSID9034868,Prosulfuron,94125-34-5,Single Compound,LTUNNEGNEKBSEH-UHFFFAOYSA-N,C15H16F3N5O4S
7006,DTXRID1016343785,nhanes-396,Rimsulfuron,NA,DTXSID1032642,Rimsulfuron,122931-48-0,Single Compound,MEFOUWRMVYJCQC-UHFFFAOYSA-N,C14H17N5O7S2
7007,DTXRID9016343786,nhanes-397,Rimsulfuron (creatinine corrected),NA,DTXSID1032642,Rimsulfuron,122931-48-0,Single Compound,MEFOUWRMVYJCQC-UHFFFAOYSA-N,C14H17N5O7S2
7008,DTXRID7016343787,nhanes-398,Selenium,NA,DTXSID9021261,Selenium,7782-49-2,Single Compound,BUGBHKTXTAQXES-UHFFFAOYSA-N,Se
7009,DTXRID5016343788,nhanes-399,Strontium,NA,DTXSID3024312,Strontium,7440-24-6,Single Compound,CIOAGBVUUVVLOB-UHFFFAOYSA-N,Sr
7010,DTXRID3016343789,nhanes-400,Strontium (creatinine corrected),NA,DTXSID3024312,Strontium,7440-24-6,Single Compound,CIOAGBVUUVVLOB-UHFFFAOYSA-N,Sr
7011,DTXRID8016343790,nhanes-401,Styrene,NA,DTXSID2021284,Styrene,100-42-5,Single Compound,PPBRXRYQALVLMV-UHFFFAOYSA-N,C8H8
7012,DTXRID6016343791,nhanes-402,Sulfometuron-methyl,NA,DTXSID0034936,Sulfometuron-methyl,74222-97-2,Single Compound,ZDXMLEQEMNLCQG-UHFFFAOYSA-N,C15H16N4O5S
7013,DTXRID4016343792,nhanes-403,Sulfometuron-methyl (creatinine corrected),NA,DTXSID0034936,Sulfometuron-methyl,74222-97-2,Single Compound,ZDXMLEQEMNLCQG-UHFFFAOYSA-N,C15H16N4O5S
7014,DTXRID2016343793,nhanes-404,Sulfosulfuron,NA,DTXSID4034940,Sulfosulfuron,141776-32-1,Single Compound,RBSXHDIPCIWOMG-UHFFFAOYSA-N,C16H18N6O7S2
7015,DTXRID0016343794,nhanes-405,Sulfosulfuron (creatinine corrected),NA,DTXSID4034940,Sulfosulfuron,141776-32-1,Single Compound,RBSXHDIPCIWOMG-UHFFFAOYSA-N,C16H18N6O7S2
7016,DTXRID8016343795,nhanes-406,Tetrachloroethene (Perchloroethylene),NA,DTXSID2021319,Tetrachloroethylene,127-18-4,Single Compound,CYTYCFOTNPOANT-UHFFFAOYSA-N,C2Cl4
7017,DTXRID6016343796,nhanes-407,Tetrachloromethane (Carbon tetrachloride),NA,DTXSID8020250,Carbon tetrachloride,56-23-5,Single Compound,VZGDMQKNWNREIO-UHFFFAOYSA-N,CCl4
7018,DTXRID4016343797,nhanes-408,Tetrahydrofuran,NA,DTXSID1021328,Tetrahydrofuran,109-99-9,Single Compound,WYURNTSHIVDZCO-UHFFFAOYSA-N,C4H8O
7019,DTXRID2016343798,nhanes-409,Thallium,NA,DTXSID2036035,Thallium,7440-28-0,Single Compound,BKVIYDNLLOSFOA-UHFFFAOYSA-N,Tl
7020,DTXRID0016343799,nhanes-410,Thallium (creatinine corrected),NA,DTXSID2036035,Thallium,7440-28-0,Single Compound,BKVIYDNLLOSFOA-UHFFFAOYSA-N,Tl
7021,DTXRID1016343800,nhanes-411,Thifensulfuron-methyl,NA,DTXSID1024124,Thifensulfuron methyl,79277-27-3,Single Compound,AHTPATJNIAFOLR-UHFFFAOYSA-N,C12H13N5O6S2
7022,DTXRID9016343801,nhanes-412,Thifensulfuron-methyl (creatinine corrected),NA,DTXSID1024124,Thifensulfuron methyl,79277-27-3,Single Compound,AHTPATJNIAFOLR-UHFFFAOYSA-N,C12H13N5O6S2
7023,DTXRID7016343802,nhanes-413,Thiocyanate,NA,DTXSID8047763,Thiocyanate,302-04-5,Single Compound,ZMZDMBWJUHKJPS-UHFFFAOYSA-M,CNS
7024,DTXRID5016343803,nhanes-414,Thiocyanate (creatinine corrected),NA,DTXSID8047763,Thiocyanate,302-04-5,Single Compound,ZMZDMBWJUHKJPS-UHFFFAOYSA-M,CNS
7025,DTXRID3016343804,nhanes-415,Tin,NA,DTXSID1049801,Tin,7440-31-5,Single Compound,ATJFFYVFTNAWJD-UHFFFAOYSA-N,Sn
7026,DTXRID1016343805,nhanes-416,Tin (creatinine corrected),NA,DTXSID1049801,Tin,7440-31-5,Single Compound,ATJFFYVFTNAWJD-UHFFFAOYSA-N,Sn
7027,DTXRID9016343806,nhanes-417,Toluene,NA,DTXSID7021360,Toluene,108-88-3,Single Compound,YXFVVABEGXRONW-UHFFFAOYSA-N,C7H8
7028,DTXRID7016343807,nhanes-418,Total Arsenic,NA,DTXSID4023886,Arsenic,7440-38-2,Single Compound,RQNWIZPPADIBDY-UHFFFAOYSA-N,As
7029,DTXRID5016343808,nhanes-419,Total Arsenic (creatinine corrected),NA,DTXSID4023886,Arsenic,7440-38-2,Single Compound,RQNWIZPPADIBDY-UHFFFAOYSA-N,As
7030,DTXRID3016343809,nhanes-420,Total Mercury,NA,DTXSID1024172,Mercury,7439-97-6,Single Compound,QSHDDOUJBYECFT-UHFFFAOYSA-N,Hg
7031,DTXRID8016343810,nhanes-421,trans-1;2-Dichloroethene,NA,DTXSID7024031,"(E)-1,2-Dichloroethylene",156-60-5,Single Compound,KFUSEUYYWQURPO-OWOJBTEDSA-N,C2H2Cl2
7032,DTXRID6016343811,nhanes-422,trans-1;2-Dichoroethene,NA,DTXSID7024031,"(E)-1,2-Dichloroethylene",156-60-5,Single Compound,KFUSEUYYWQURPO-OWOJBTEDSA-N,C2H2Cl2
7033,DTXRID4016343812,nhanes-423,trans-3-(2;2-Dichlorovinyl)-2;2-dimethylcyclopropane carboxylic acid (trans,NA,DTXSID9052717,"Cyclopropanecarboxylic acid, 3-(2,2-dichloroethenyl)-2,2-dimethyl-, (1R,3S)-",55701-03-6,Single Compound,LLMLSUSAKZVFOA-XINAWCOVSA-N,C8H10Cl2O2
7034,DTXRID2016343813,nhanes-424,trans-3-(2;2-Dichlorovinyl)-2;2-dimethylcyclopropane carboxylic acid (trans-DCC,NA,DTXSID9052717,"Cyclopropanecarboxylic acid, 3-(2,2-dichloroethenyl)-2,2-dimethyl-, (1R,3S)-",55701-03-6,Single Compound,LLMLSUSAKZVFOA-XINAWCOVSA-N,C8H10Cl2O2
7035,DTXRID0016343814,nhanes-425,Triasulfuron,NA,DTXSID0024345,Triasulfuron,82097-50-5,Single Compound,XOPFESVZMSQIKC-UHFFFAOYSA-N,C14H16ClN5O5S
7036,DTXRID8016343815,nhanes-426,Triasulfuron (creatinine corrected),NA,DTXSID0024345,Triasulfuron,82097-50-5,Single Compound,XOPFESVZMSQIKC-UHFFFAOYSA-N,C14H16ClN5O5S
7037,DTXRID6016343816,nhanes-427,Tribromomethane (Bromoform),NA,DTXSID1021374,Bromoform,75-25-2,Single Compound,DIKBFYAXUHHXCS-UHFFFAOYSA-N,CHBr3
7038,DTXRID4016343817,nhanes-428,Trichloroethene (Trichloroethylene),NA,DTXSID0021383,Trichloroethylene,79-01-6,Single Compound,XSTXAVWGXDQKEL-UHFFFAOYSA-N,C2HCl3
7039,DTXRID2016343818,nhanes-429,Trichloromethane (Chloroform),NA,DTXSID1020306,Chloroform,67-66-3,Single Compound,HEDRZPFGACZZDS-UHFFFAOYSA-N,CHCl3
7040,DTXRID0016343819,nhanes-430,Triclocarban,NA,DTXSID4026214,Triclocarban,101-20-2,Single Compound,ICUTUKXCWQYESQ-UHFFFAOYSA-N,C13H9Cl3N2O
7041,DTXRID5016343820,nhanes-431,Triclocarban (creatinine corrected),NA,DTXSID4026214,Triclocarban,101-20-2,Single Compound,ICUTUKXCWQYESQ-UHFFFAOYSA-N,C13H9Cl3N2O
7042,DTXRID3016343821,nhanes-432,Triclosan,NA,DTXSID5032498,Triclosan,3380-34-5,Single Compound,XEFQLINVKFYRCS-UHFFFAOYSA-N,C12H7Cl3O2
7043,DTXRID1016343822,nhanes-433,Triclosan (creatinine corrected),NA,DTXSID5032498,Triclosan,3380-34-5,Single Compound,XEFQLINVKFYRCS-UHFFFAOYSA-N,C12H7Cl3O2
7044,DTXRID9016343823,nhanes-434,Triflusulfuron-methyl,NA,DTXSID2032502,Triflusulfuron-methyl,126535-15-7,Single Compound,IMEVJVISCHQJRM-UHFFFAOYSA-N,C17H19F3N6O6S
7045,DTXRID7016343824,nhanes-435,Triflusulfuron-methyl (creatinine corrected),NA,DTXSID2032502,Triflusulfuron-methyl,126535-15-7,Single Compound,IMEVJVISCHQJRM-UHFFFAOYSA-N,C17H19F3N6O6S
7046,DTXRID5016343825,nhanes-436,Trimethylarsine oxide,NA,DTXSID1021401,Trimethylarsine oxide,4964-14-1,Single Compound,JWOWJQPAYGEFFK-UHFFFAOYSA-N,C3H9AsO
7047,DTXRID3016343826,nhanes-437,Trimethylarsine oxide (creatinine corrected),NA,DTXSID1021401,Trimethylarsine oxide,4964-14-1,Single Compound,JWOWJQPAYGEFFK-UHFFFAOYSA-N,C3H9AsO
7048,DTXRID1016343827,nhanes-438,Tungsten,NA,DTXSID8052481,Tungsten,7440-33-7,Single Compound,WFKWXMTUELFFGS-UHFFFAOYSA-N,W
7049,DTXRID9016343828,nhanes-439,Tungsten (creatinine corrected),NA,DTXSID8052481,Tungsten,7440-33-7,Single Compound,WFKWXMTUELFFGS-UHFFFAOYSA-N,W
7050,DTXRID7016343829,nhanes-440,Uranium,NA,DTXSID1042522,Uranium,7440-61-1,Single Compound,JFALSRSLKYAFGM-UHFFFAOYSA-N,U
7051,DTXRID2016343830,nhanes-441,Uranium (creatinine corrected),NA,DTXSID1042522,Uranium,7440-61-1,Single Compound,JFALSRSLKYAFGM-UHFFFAOYSA-N,U
7052,DTXRID0016343831,nhanes-442,Vinyl Bromide,NA,DTXSID8021432,Vinyl bromide,593-60-2,Single Compound,INLLPKCGLOXCIV-UHFFFAOYSA-N,C2H3Br
7053,DTXRID8016343832,nhanes-443,Zinc,NA,DTXSID7035012,Zinc,7440-66-6,Single Compound,HCHKCACWOHOZIP-UHFFFAOYSA-N,Zn
7054,DTXRID6016343833,usda_nrp-1,Abamectin,NA,DTXSID8023892,Abamectin,71751-41-2,Mixture/Formulation,NA,NA
7055,DTXRID4016343834,usda_nrp-2,Amikacin,NA,DTXSID3022586,Amikacin,37517-28-5,Single Compound,LKCWBDHBTVXHDL-RMDFUYIESA-N,C22H43N5O13
7056,DTXRID2016343835,usda_nrp-3,Ampicillin,NA,DTXSID4022602,Ampicillin,69-53-4,Single Compound,AVKUERGKIZMTKX-NJBDSQKTSA-N,C16H19N3O4S
